,Unnamed: 0,기관,시군구,주소,지역
5,5.0,해밀요양원,강원도 속초시,강원 속초시 바람꽃마을3길 12 (노학동)해밀,강원
6,6.0,하나로지역아동센터,강원도 속초시,강원도 속초시 부월1길 28-10 (조양동)하나로지역아동센터,강원
7,7.0,천사요양원,강원도 속초시,"강원도 속초시 중앙로25, 1층",강원
8,8.0,속초시니어클럽,강원도 속초시,강원도 속초시 조양동 동해대로3930번길24-3,강원
9,9.0,예은요양원,강원도 속초시,강원 속초시 중앙로 96 (청학동)96,강원
10,10.0,사)강원도농아인협회속초시지부,강원도 속초시,강원도 속초시 밤골5길7호,강원
11,11.0,어울림행복한홈스쿨지역아동센터,강원도 속초시,강원도 속초시 조양로229 3층,강원
12,12.0,속초시다문화가족지원센터,강원도 속초시,강원도 속초시 도리원길5 유아교육관2층(경동대설악캠퍼스),강원
13,13.0,새솔지역아동센터,강원도 속초시,강원도 속초시 먹거리길19 속초종합사회복지관내 새솔지역아동센터,강원
14,14.0,반야노인요양원,강원도 속초시,강원도 속초시 노학동싸리재길 195,강원
15,0.0,다솜지역아동센터,강원도 속초시,강원 속초시 중앙로 285 (영랑동).,강원
16,1.0,새마을지역아동센터,강원도 속초시,"강원 속초시 조양로 40 (조양동, E.S 아뜨리움)108동201호",강원
17,2.0,늘푸른요양원,강원도 속초시,강원 속초시 동명동 288,강원
18,3.0,금강반야마을,강원도 속초시,강원 속초시 도문동 832-20,강원
19,4.0,속초노인복지센터,강원도 속초시,강원 속초시 먹거리길 19 (교동)주공3차아파트 단지 내,강원
20,5.0,행복한홈스쿨지역아동센터,강원도 속초시,강원도 속초시 청학동 청학로37 수광빌딩 3층,강원
21,6.0,성암노인복지센터,강원도 속초시,강원도 속초시 조양동 청호로10-1,강원
22,7.0,선영그룹홈,강원도 속초시,강원도 속초시 대포동 밭골길22,강원
23,8.0,속초YWCA가정폭력상담소,강원도 속초시,강원도 속초시 번영로184,강원
24,9.0,강원도속초의료원,강원도 속초시,강원 속초시 영랑동591-10  영랑호반길3,강원
25,10.0,사)강원도지체장애인협회속초시지회,강원도 속초시,강원 속초시 노학동 1073-63번지  1호,강원
26,11.0,속초시노인복지관,강원도 속초시,강원 속초시 교동979번지 (수복로 42),강원
27,12.0,속초YWCA,강원도 속초시,강원도 속초시 번영로 184 (영랑동)속초YWCA,강원
28,13.0,금강장애인복지센터,강원도 속초시,강원 속초시 도문동 832-20,강원
29,14.0,글라렛선교센터,강원도 속초시,강원도 속초시 영랑동 번영로165,강원
30,0.0,속초시사회복지협의회,강원도 속초시,강원 속초시 금호동482-5 속초시사회복지회관,강원
31,1.0,속초종합사회복지관,강원도 속초시,강원 속초시 교동961-1 주공3단지내,강원
32,2.0,강원도장애인종합복지관속초분관,강원도 속초시,강원 속초시 교동668-32,강원
0,0.0,도계재가노인복지센터,강원도 삼척시,강원 삼척시 도계읍 도계우회로 118.,강원
1,1.0,도계장애인보금자리,강원도 삼척시,강원도 삼척시 도계읍 도계우회로 114,강원
2,2.0,삼척시다문화가족지원센터,강원도 삼척시,강원도 삼척시 원당로2길72-6,강원
3,3.0,동산복지마을,강원도 삼척시,강원도 삼척시 원덕읍 고포월천길273-76,강원
4,4.0,삼척시노인복지관,강원도 삼척시,강원도 삼척시 남양동 봉황로85,강원
5,5.0,삼척시장애인보호작업장,강원도 삼척시,강원도 삼척시 사직동 중앙로28,강원
6,6.0,삼척시정신건강복지센터,강원도 삼척시,강원도 삼척시 남양동 척주로76,강원
7,7.0,도계재가노인지원센터,강원도 삼척시,강원도 삼척시 도계강변1길41-2,강원
8,8.0,흥전지역아동센터,강원도 삼척시,강원 삼척시 도계읍 흥전안길 17-12,강원
9,9.0,삼척시지적장애인자립지원센터,강원도 삼척시,강원 삼척시 도계읍도계리 318,강원
10,10.0,늘푸른지역아동센터,강원도 삼척시,강원 삼척시 정상동 460-7,강원
11,11.0,삼척효도노인요양원,강원도 삼척시,강원도 삼척시 근덕면 삼척로2791-65,강원
12,12.0,행복의집,강원도 삼척시,강원도 삼척시 도계읍 늑구점리길 24행복의집,강원
13,13.0,도계지역아동센터,강원도 삼척시,강원도 삼척시 도계읍도계느티로3길 9 도계지역아동센터,강원
14,14.0,강원도삼척의료원,강원도 삼척시,강원 삼척시 남양동55-9번지,강원
15,0.0,삼척종합사회복지관,강원도 삼척시,강원도 삼척시 원당동 원당로2길72-6 (4F),강원
16,1.0,삼척지역자활센터,강원도 삼척시,강원 삼척시 오십천로 448 (남양동).,강원
17,2.0,삼척시사회복지협의회,강원도 삼척시,"강원 삼척시 사직동425-7, 사직농협 2층",강원
0,0.0,MG요양원,강원도 홍천군,강원 홍천군 화촌면 구룡령로 42.,강원
1,1.0,행복나눔실버타운,강원도 홍천군,강원 홍천군 홍천읍 영서로 1554-17.,강원
2,2.0,미리내노인요양원,강원도 홍천군,강원 홍천군 북방면 하화계길45번길 9.,강원
3,3.0,남향원,강원도 홍천군,강원 홍천군 화촌면 구룡령로 1663-33.,강원
4,4.0,안나노인요양원,강원도 홍천군,강원도 홍천군 홍천읍 희망로9길 7안나노인요양원,강원
5,5.0,홍천군종합사회복지관,강원도 홍천군,강원도 홍천군 홍천읍 너브내길 123홍천군종합사회복지관,강원
6,6.0,홍천송정지역아동센터,강원도 홍천군,강원 홍천군 화촌면 송정2길 6홍천송정지역아동센터,강원
7,7.0,홍천군다문화가족지원센터,강원도 홍천군,강원도 홍천군 홍천읍  홍천로 347,강원
8,8.0,즐거운정원노인요양원,강원도 홍천군,강원 홍천군 홍천읍 장전평1리 318,강원
9,9.0,홍천군노인복지관,강원도 홍천군,강원 홍천군 홍천읍 태학여내길 80-3태학리 270-38,강원
10,10.0,홍천군정신건강복지센터,강원도 홍천군,강원 홍천군 홍천읍신장대로 5번지 홍천군보건소 2층 정신건강증진센터,강원
11,11.0,홍천군장애인복지관,강원도 홍천군,강원 홍천군 홍천읍 태학리270-25,강원
12,12.0,사회복지법인삼덕재단,강원도 홍천군,강원 홍천군 서석면 생곡리 378,강원
13,13.0,명동보육원,강원도 홍천군,강원 홍천군 홍천읍 석화로 85-8번지,강원
14,14.0,초록반디복지재단 초록반디마을,강원도 홍천군,강원도 홍천군 황정골길10-22,강원
15,0.0,홍천군사회복지협의회,강원도 홍천군,강원 홍천군 홍천읍진3리 20-18,강원
0,0.0,스마일카운티,강원도 횡성군,강원 횡성군 청일면 갑천로 1136.,강원
1,1.0,횡성노인주간보호센터,강원도 횡성군,강원 횡성군 횡성읍 어수로 46.,강원
2,2.0,둔내요양원,강원도 횡성군,강원 횡성군 둔내면 청태산로 465-30.,강원
3,3.0,아름다운마을,강원도 횡성군,강원 횡성군 갑천면 외갑천로 502-7.,강원
4,4.0,횡성한우리요양원,강원도 횡성군,강원 횡성군 횡성읍 한우로 312.,강원
5,5.0,서원지역아동센터,강원도 횡성군,강원 횡성군 서원면 창촌남길 26.,강원
6,6.0,우리요양사랑재가복지센터,강원도 횡성군,강원 횡성군 횡성읍 중앙로 14.,강원
7,7.0,청일요양원,강원도 횡성군,강원도 횡성군 청일면 유평길 56-14청일요양원,강원
8,8.0,횡성행복한홈스쿨,강원도 횡성군,강원도 횡성군 횡성읍 북천서로20,강원
9,9.0,횡성시니어클럽,강원도 횡성군,강원 횡성군 횡성읍 읍하남로 242층,강원
10,10.0,둔내삼육지역아동센터,강원도 횡성군,강원도 횡성군 둔방로14번길 50,강원
11,11.0,횡성군한우리작업장,강원도 횡성군,강원도 횡성군 횡성읍한우로 223,강원
12,12.0,횡성장기요양센터,강원도 횡성군,강원 횡성군 횡성읍읍하리 567-3,강원
13,13.0,횡성지역아동센터,강원도 횡성군,강원 횡성군 횡성읍읍상리 52번지,강원
14,14.0,행복마을,강원도 횡성군,강원도 횡성군 상하가로258번길 48-10행복마을요양원,강원
15,0.0,횡성군다문화가족지원센터,강원도 횡성군,강원 횡성군 횡성읍 횡성로 379 횡성군보건복지타운 3층,강원
16,1.0,횡성군소규모요양시설,강원도 횡성군,강원도 횡성군 안흥면 안흥로 24-2횡성군소규모요양시설,강원
17,2.0,횡성군장애인종합복지관,강원도 횡성군,강원도 횡성군 한우로223,강원
18,3.0,횡성효도마을,강원도 횡성군,강원 횡성군 우천면용둔리699번지,강원
19,4.0,행복만들기상담소,강원도 횡성군,강원도 횡성군 횡성읍 북천리 115-62,강원
20,5.0,실로암노인복지센터,강원도 횡성군,강원 횡성군 횡성읍 앞들서2로 76실로암노인복지센터,강원
21,6.0,횡성군노인전문요양원,강원도 횡성군,"강원도 횡성군 횡성읍 횡성로 279(구, 입석리 130-1), 횡성군노인전문요양원",강원
22,7.0,횡성노인복지센터,강원도 횡성군,강원도 횡성군 둔내로93,강원
23,8.0,횡성군장애인보호작업장보람원,강원도 횡성군,강원 횡성군 횡성읍 학곡리 470-1,강원
24,9.0,횡성군종합사회복지관,강원도 횡성군,강원도 횡성군 횡성읍 횡성로379 횡성군종합보건복지타운 3층 복지관사무실,강원
25,10.0,횡성군사회복지협의회,강원도 횡성군,강원도 횡성군 횡성읍 어수로 46횡성군사회복지협의회관,강원
0,0.0,산솔지역아동센터,강원도 영월군,강원 영월군 중동면 태백산로 1199-1.,강원
1,1.0,누리봄지역아동센터,강원도 영월군,강원 영월군 상동읍 태백산로 31972층,강원
2,2.0,영월군단기케어홈센터,강원도 영월군,강원 영월군 영월읍 내성길31번길 44.,강원
3,3.0,이든샘지역아동센터,강원도 영월군,강원도 영월군 김삿갓면 영월동로 1656-10,강원
4,4.0,푸르미지역아동센터,강원도 영월군,강원도 영월군 북면 봉래산로 9872층,강원
5,5.0,구세군영월지역아동센터,강원도 영월군,강원도 영월군 영월읍 오무개1길14-1,강원
6,6.0,연당별빛지역아동센터,강원도 영월군,강원도 영월군 남면연당리 1033-7,강원
7,7.0,영월군정신건강증진센터,강원도 영월군,강원도 영월군 영월읍 하송로46-43,강원
8,8.0,강원도지적발달장애인복지협회 영월군지부,강원도 영월군,강원도 영월군 영월읍 관풍헌길59,강원
9,9.0,영월지역아동센터,강원도 영월군,강원도 영월군 영월읍 단종로16번길61-3,강원
10,10.0,노아의집,강원도 영월군,강원도 영월군 남면 신선길73-41 노아의집,강원
11,11.0,The사랑노인요양원,강원도 영월군,강원도 영월군 영월읍하송리 252-2,강원
12,12.0,(사)희망더하기공간나눔,강원도 영월군,강원도 영월군 김삿갓면 두릉골길65-3,강원
13,13.0,하송1차APT지역아동센터,강원도 영월군,강원도 영월군 영월읍 중앙로 4.,강원
14,14.0,노인요양시설 하늘정원,강원도 영월군,강원도 영월군 단종로71,강원
15,0.0,영월군건강가정지원센터,강원도 영월군,강원도 영월군 단종로12,강원
16,1.0,영월군종합사회복지관,강원도 영월군,강원 영월군 영월읍 단종로 12,강원
17,2.0,하늘샘지역아동센터,강원도 영월군,강원 영월군 영월읍 은행나무길 32번지,강원
18,3.0,참사랑노인복지센터,강원도 영월군,강원 영월군 주천면 송학 주천로 1448번지,강원
19,4.0,큰나무공부방지역아동센터,강원도 영월군,강원 영월군 주천면금마3리 550,강원
20,5.0,예닮원,강원도 영월군,강원 영월군 남면광천리  신선길 126,강원
21,6.0,영월노인전문요양원,강원도 영월군,강원 영월군 영월읍 남중골길 28영월노인전문요양원,강원
22,7.0,해오름지역아동센터,강원도 영월군,강원 영월군 영월읍덕포리522-2번지,강원
23,8.0,강원도영월의료원,강원도 영월군,강원도 영월군 영월읍 중앙1로 59영월의료원,강원
24,9.0,함께사는사람들,강원도 영월군,강원 영월군 영월읍덕포리922번지,강원
25,10.0,영월군가정봉사원파견센터,강원도 영월군,강원 영월군 영월읍 덕포리602번지,강원
26,11.0,예가노인전문요양원,강원도 영월군,강원도 영월군 남면 신선길 124.,강원
27,12.0,영월군사회복지협의회,강원도 영월군,강원 영월군 영월읍 봉래산로 189.,강원
28,13.0,요셉의집(은총의집),강원도 영월군,강원 영월군 영월읍 연하리229 2/1,강원
0,0.0,해든누리노인복지센터,강원도 평창군,강원 평창군 평창읍 옥고개길 219.,강원
1,1.0,효원노인요양원,강원도 평창군,강원 평창군 평창읍 옥고개길 212.,강원
2,2.0,월정사노인요양원,강원도 평창군,강원도 평창군 진부면 오대산3길 58,강원
3,3.0,평창지역아동센터,강원도 평창군,강원도 평창군 평창읍 종부로 85평창지역아동센터,강원
4,4.0,대화노인요양원,강원도 평창군,강원도 평창군 대화면 대화중앙로154,강원
5,5.0,횡계아동센터,강원도 평창군,강원도 평창군 대관령면 돌뱅이길21,강원
6,6.0,거문지역아동센터,강원도 평창군,강원도 평창군 진부면 상월거문로250-12,강원
7,7.0,다소니,강원도 평창군,강원도 평창군 방림면 고원로 667-67다소니,강원
8,8.0,평창노인요양원,강원도 평창군,강원도 평창군 대화면 고대동길 75대화 6리 광천,강원
9,9.0,평창지역자활센터,강원도 평창군,강원도 평창군 평창읍 노성로129,강원
